orderId;orderDate;customerId;country;city;productId;category;subCategory;productPrice;productCount;shipDate;shipMode
CA-2014-151946;2014-06-04;BT-11440;United States;New York City;FUR-FU-10002191;Furniture;Furnishings;6.98;2;2014-06-09;Standard Class
CA-2015-108665;2015-07-06;KM-16225;United States;New York City;FUR-FU-10002191;Furniture;Furnishings;6.98;2;2015-07-10;Standard Class
CA-2015-168809;2015-08-25;MC-18100;United States;Houston;FUR-FU-10002240;Furniture;Furnishings;3.94;5;2015-08-25;Same Day
CA-2015-114811;2015-11-08;KD-16495;United States;New York City;FUR-FU-10002240;Furniture;Furnishings;3.94;3;2015-11-08;Same Day
CA-2017-135937;2017-02-20;KM-16375;United States;Gilbert;FUR-FU-10002253;Furniture;Furnishings;42.94;2;2017-02-27;Standard Class
CA-2014-114195;2014-11-01;EA-14035;United States;Mason;FUR-FU-10002253;Furniture;Furnishings;42.94;2;2014-11-03;First Class
CA-2015-120810;2015-07-23;TH-21550;United States;New York City;FUR-FU-10002253;Furniture;Furnishings;42.94;3;2015-07-27;Standard Class
CA-2016-158155;2016-05-02;EH-13765;United States;New York City;FUR-FU-10002253;Furniture;Furnishings;42.94;5;2016-05-06;Standard Class
CA-2017-108910;2017-09-24;KC-16540;United States;Newark;FUR-FU-10002253;Furniture;Furnishings;42.94;3;2017-09-29;Standard Class
CA-2015-140144;2015-06-20;SC-20770;United States;San Francisco;FUR-FU-10002253;Furniture;Furnishings;42.94;6;2015-06-25;Second Class
CA-2015-144806;2015-12-06;GH-14425;United States;Tucson;FUR-FU-10002253;Furniture;Furnishings;42.94;6;2015-12-11;Standard Class
CA-2016-141887;2016-01-11;MP-17470;United States;Columbus;FUR-FU-10002268;Furniture;Furnishings;4.91;14;2016-01-15;Standard Class
US-2015-130519;2015-09-15;NG-18355;United States;Coral Springs;FUR-FU-10002268;Furniture;Furnishings;4.91;4;2015-09-15;Same Day
CA-2014-143210;2014-12-01;AA-10645;United States;Lowell;FUR-FU-10002268;Furniture;Furnishings;4.91;2;2014-12-03;First Class
CA-2017-148068;2017-09-18;MM-18280;United States;New York City;FUR-FU-10002268;Furniture;Furnishings;4.91;2;2017-09-25;Standard Class
CA-2015-141768;2015-05-25;NP-18685;United States;San Francisco;FUR-FU-10002268;Furniture;Furnishings;4.91;3;2015-05-27;Second Class
CA-2014-100706;2014-12-16;LE-16810;United States;Springfield;FUR-FU-10002268;Furniture;Furnishings;4.91;6;2014-12-18;Second Class
CA-2014-167927;2014-01-20;XP-21865;United States;Westland;FUR-FU-10002268;Furniture;Furnishings;4.91;3;2014-01-26;Standard Class
CA-2015-107937;2015-05-03;JB-16045;United States;Chula Vista;FUR-FU-10002298;Furniture;Furnishings;110.98;6;2015-05-08;Standard Class
CA-2014-168368;2014-02-11;GA-14725;United States;Columbia;FUR-FU-10002298;Furniture;Furnishings;110.98;3;2014-02-15;Second Class
US-2016-129469;2016-09-23;KL-16555;United States;Fairfield;FUR-FU-10002298;Furniture;Furnishings;110.98;6;2016-09-27;Standard Class
CA-2016-107146;2016-06-17;LC-16885;United States;Longmont;FUR-FU-10002298;Furniture;Furnishings;110.98;3;2016-06-19;First Class
CA-2017-107629;2017-12-14;DB-13060;United States;Skokie;FUR-FU-10002298;Furniture;Furnishings;110.98;6;2017-12-14;Same Day
US-2016-147711;2016-09-03;HF-14995;United States;Baltimore;FUR-FU-10002364;Furniture;Furnishings;7.38;2;2016-09-08;Second Class
CA-2017-124191;2017-06-12;TS-21610;United States;Chicago;FUR-FU-10002364;Furniture;Furnishings;7.38;3;2017-06-14;Second Class
CA-2014-145387;2014-10-31;AM-10705;United States;Cranston;FUR-FU-10002364;Furniture;Furnishings;7.38;2;2014-11-02;Second Class
CA-2015-112214;2015-08-05;AH-10690;United States;Dallas;FUR-FU-10002364;Furniture;Furnishings;7.38;5;2015-08-11;Standard Class
CA-2015-156377;2015-12-31;TB-21625;United States;Grand Prairie;FUR-FU-10002364;Furniture;Furnishings;7.38;5;2016-01-05;Standard Class
US-2017-162558;2017-10-02;Dp-13240;United States;Knoxville;FUR-FU-10002364;Furniture;Furnishings;7.38;2;2017-10-05;First Class
US-2016-116442;2016-12-15;BP-11230;United States;Los Angeles;FUR-FU-10002364;Furniture;Furnishings;7.38;2;2016-12-22;Standard Class
CA-2015-122973;2015-07-18;PJ-19015;United States;New York City;FUR-FU-10002364;Furniture;Furnishings;7.38;1;2015-07-20;Second Class
US-2017-135503;2017-12-10;JE-16165;United States;North Charleston;FUR-FU-10002364;Furniture;Furnishings;7.38;2;2017-12-15;Standard Class
CA-2016-114951;2016-06-26;DN-13690;United States;San Francisco;FUR-FU-10002364;Furniture;Furnishings;7.38;3;2016-07-03;Standard Class
CA-2015-112305;2015-11-20;KB-16405;United States;Seattle;FUR-FU-10002364;Furniture;Furnishings;7.38;3;2015-11-25;Standard Class
CA-2017-111591;2017-03-21;PS-18970;United States;Seattle;FUR-FU-10002364;Furniture;Furnishings;7.38;3;2017-03-25;Standard Class
US-2015-129007;2015-09-13;KD-16615;United States;Anaheim;FUR-FU-10002379;Furniture;Furnishings;41.47;5;2015-09-15;First Class
CA-2014-119375;2014-11-17;YC-21895;United States;Newark;FUR-FU-10002379;Furniture;Furnishings;41.47;3;2014-11-22;Standard Class
CA-2017-151008;2017-09-07;JM-16195;United States;Draper;FUR-FU-10002396;Furniture;Furnishings;12.58;2;2017-09-08;First Class
CA-2015-129896;2015-06-15;PF-19120;United States;Gilbert;FUR-FU-10002396;Furniture;Furnishings;12.58;4;2015-06-20;Standard Class
US-2016-148901;2016-05-14;MK-17905;United States;Jacksonville;FUR-FU-10002396;Furniture;Furnishings;12.58;3;2016-05-19;Standard Class
US-2014-165589;2014-02-18;TB-21595;United States;Lubbock;FUR-FU-10002396;Furniture;Furnishings;12.58;5;2014-02-18;Same Day
CA-2017-138870;2017-06-19;GA-14515;United States;San Francisco;FUR-FU-10002396;Furniture;Furnishings;12.58;4;2017-06-23;Standard Class
CA-2016-119641;2016-09-22;CS-12250;United States;Green Bay;FUR-FU-10002445;Furniture;Furnishings;9.48;2;2016-09-26;Standard Class
CA-2015-161718;2015-12-04;SO-20335;United States;Hempstead;FUR-FU-10002445;Furniture;Furnishings;9.48;3;2015-12-10;Standard Class
US-2016-111563;2016-11-04;SM-20005;United States;Houston;FUR-FU-10002445;Furniture;Furnishings;9.48;3;2016-11-08;Standard Class
CA-2017-124205;2017-09-15;TC-21145;United States;Lakewood;FUR-FU-10002445;Furniture;Furnishings;9.48;5;2017-09-19;Standard Class
US-2015-115238;2015-04-30;JW-15220;United States;Lawrence;FUR-FU-10002445;Furniture;Furnishings;9.48;1;2015-05-04;Standard Class
CA-2017-137428;2017-12-16;AY-10555;United States;Oceanside;FUR-FU-10002445;Furniture;Furnishings;9.48;2;2017-12-21;Second Class
CA-2017-136651;2017-04-23;JF-15355;United States;Pasadena;FUR-FU-10002445;Furniture;Furnishings;9.48;7;2017-04-25;Second Class
CA-2016-126543;2016-01-09;MF-17665;United States;Toledo;FUR-FU-10002445;Furniture;Furnishings;9.48;2;2016-01-13;Second Class
CA-2016-122392;2016-07-22;CJ-12010;United States;Allentown;FUR-FU-10002456;Furniture;Furnishings;7.28;2;2016-07-27;Standard Class
CA-2017-100615;2017-04-20;SJ-20215;United States;Chicago;FUR-FU-10002456;Furniture;Furnishings;7.28;5;2017-04-24;Standard Class
CA-2015-104346;2015-12-11;IM-15070;United States;Colorado Springs;FUR-FU-10002456;Furniture;Furnishings;7.28;9;2015-12-16;Standard Class
CA-2014-138100;2014-09-15;AA-10315;United States;New York City;FUR-FU-10002456;Furniture;Furnishings;7.28;2;2014-09-20;Standard Class
CA-2017-117863;2017-05-18;TS-21340;United States;New York City;FUR-FU-10002456;Furniture;Furnishings;7.28;2;2017-05-23;Standard Class
CA-2014-102869;2014-09-09;LC-17140;United States;Philadelphia;FUR-FU-10002456;Furniture;Furnishings;7.28;3;2014-09-14;Second Class
CA-2014-124688;2014-08-27;CC-12610;United States;Springfield;FUR-FU-10002456;Furniture;Furnishings;7.28;4;2014-08-29;First Class
CA-2017-146626;2017-12-29;BP-11185;United States;Anaheim;FUR-FU-10002501;Furniture;Furnishings;12.64;8;2018-01-05;Standard Class
US-2014-143231;2014-12-31;GM-14455;United States;Franklin;FUR-FU-10002501;Furniture;Furnishings;12.64;5;2015-01-03;First Class
CA-2017-149720;2017-06-04;EM-14065;United States;Frisco;FUR-FU-10002501;Furniture;Furnishings;12.64;6;2017-06-07;Second Class
US-2014-131870;2014-09-09;NF-18595;United States;Lancaster;FUR-FU-10002501;Furniture;Furnishings;12.64;6;2014-09-11;First Class
CA-2017-136364;2017-07-13;MH-17455;United States;Philadelphia;FUR-FU-10002501;Furniture;Furnishings;12.64;9;2017-07-17;Second Class
US-2016-147340;2016-09-24;EB-13750;United States;San Francisco;FUR-FU-10002501;Furniture;Furnishings;12.64;5;2016-09-24;Same Day
CA-2016-157749;2016-06-04;KL-16645;United States;Chicago;FUR-FU-10002505;Furniture;Furnishings;3.37;3;2016-06-09;Second Class
US-2015-159982;2015-11-28;DR-12880;United States;Chicago;FUR-FU-10002505;Furniture;Furnishings;3.37;9;2015-12-04;Standard Class
CA-2014-127558;2014-11-15;SS-20410;United States;Los Angeles;FUR-FU-10002505;Furniture;Furnishings;3.37;3;2014-11-18;First Class
CA-2015-127824;2015-10-18;JC-15775;United States;Seattle;FUR-FU-10002505;Furniture;Furnishings;3.37;3;2015-10-22;Standard Class
CA-2015-111339;2015-05-29;VP-21760;United States;Columbus;FUR-FU-10002506;Furniture;Furnishings;12.99;4;2015-05-31;First Class
CA-2015-130974;2015-11-27;MA-17560;United States;Everett;FUR-FU-10002506;Furniture;Furnishings;12.99;3;2015-11-29;Second Class
CA-2017-118003;2017-12-04;DO-13645;United States;Paterson;FUR-FU-10002506;Furniture;Furnishings;12.99;1;2017-12-10;Standard Class
US-2017-163790;2017-11-02;NL-18310;United States;Danville;FUR-FU-10002508;Furniture;Furnishings;8.34;3;2017-11-04;Second Class
CA-2014-103989;2014-03-19;MC-17605;United States;Lakeland;FUR-FU-10002508;Furniture;Furnishings;8.34;3;2014-03-21;First Class
US-2014-130379;2014-05-25;JL-15235;United States;Chicago;FUR-FU-10002553;Furniture;Furnishings;36.65;2;2014-05-29;Standard Class
CA-2014-124079;2014-12-13;RF-19345;United States;Phoenix;FUR-FU-10002553;Furniture;Furnishings;36.65;3;2014-12-17;Standard Class
CA-2015-134992;2015-09-22;MG-17875;United States;Arlington;FUR-FU-10002554;Furniture;Furnishings;23.99;2;2015-09-26;Second Class
US-2017-126179;2017-07-03;CS-12460;United States;Columbus;FUR-FU-10002554;Furniture;Furnishings;23.99;1;2017-07-07;Standard Class
US-2014-138247;2014-12-24;BF-11170;United States;Los Angeles;FUR-FU-10002554;Furniture;Furnishings;23.99;1;2014-12-29;Standard Class
CA-2017-168193;2017-03-06;RM-19750;United States;New York City;FUR-FU-10002554;Furniture;Furnishings;23.99;3;2017-03-11;Second Class
CA-2017-104220;2017-01-30;BV-11245;United States;Des Moines;FUR-FU-10002597;Furniture;Furnishings;4.94;7;2017-02-05;Standard Class
CA-2016-124233;2016-04-08;CK-12595;United States;Los Angeles;FUR-FU-10002597;Furniture;Furnishings;4.94;5;2016-04-14;Standard Class
CA-2017-107244;2017-09-07;AG-10390;United States;Los Angeles;FUR-FU-10002597;Furniture;Furnishings;4.94;4;2017-09-11;Standard Class
US-2016-152415;2016-09-17;PO-18865;United States;Marlborough;FUR-FU-10002597;Furniture;Furnishings;4.94;3;2016-09-22;Standard Class
CA-2017-143434;2017-11-18;ME-17320;United States;Saginaw;FUR-FU-10002597;Furniture;Furnishings;4.94;4;2017-11-24;Standard Class
CA-2016-147585;2016-11-07;CB-12535;United States;San Francisco;FUR-FU-10002597;Furniture;Furnishings;4.94;3;2016-11-12;Standard Class
CA-2017-139948;2017-07-17;SW-20455;United States;Tampa;FUR-FU-10002597;Furniture;Furnishings;4.94;2;2017-07-22;Standard Class
CA-2016-108875;2016-09-24;CL-12700;United States;Aurora;FUR-FU-10002671;Furniture;Furnishings;13.4;2;2016-10-01;Standard Class
CA-2016-146682;2016-10-29;KW-16435;United States;Lansing;FUR-FU-10002671;Furniture;Furnishings;13.4;5;2016-10-31;First Class
CA-2015-144253;2015-05-04;AS-10225;United States;New York City;FUR-FU-10002671;Furniture;Furnishings;13.4;2;2015-05-09;Second Class
CA-2016-146374;2016-12-05;HE-14800;United States;Newark;FUR-FU-10002671;Furniture;Furnishings;13.4;1;2016-12-10;Second Class
CA-2016-152632;2016-10-27;JE-15475;United States;Troy;FUR-FU-10002671;Furniture;Furnishings;13.4;3;2016-11-02;Standard Class
CA-2017-126242;2017-11-19;MC-18100;United States;Los Angeles;FUR-FU-10002685;Furniture;Furnishings;18.7;1;2017-11-24;Standard Class
CA-2014-160262;2014-06-09;TS-21205;United States;North Las Vegas;FUR-FU-10002685;Furniture;Furnishings;18.7;2;2014-06-13;Second Class
CA-2015-100818;2015-05-31;JM-15265;United States;Chicago;FUR-FU-10002703;Furniture;Furnishings;64.45;2;2015-06-05;Second Class
CA-2017-148264;2017-12-08;LF-17185;United States;Inglewood;FUR-FU-10002703;Furniture;Furnishings;64.45;2;2017-12-09;First Class
US-2017-106663;2017-06-09;MO-17800;United States;Chicago;FUR-FU-10002759;Furniture;Furnishings;19.98;3;2017-06-13;Standard Class
US-2014-117744;2014-12-02;MD-17860;United States;Corpus Christi;FUR-FU-10002759;Furniture;Furnishings;19.98;5;2014-12-06;Standard Class
CA-2015-145324;2015-11-15;DH-13675;United States;Harrisonburg;FUR-FU-10002759;Furniture;Furnishings;19.98;2;2015-11-19;Standard Class
CA-2014-110030;2014-12-06;LF-17185;United States;Houston;FUR-FU-10002759;Furniture;Furnishings;19.98;3;2014-12-08;Second Class
CA-2015-135272;2015-12-07;MS-17830;United States;Los Angeles;FUR-FU-10002759;Furniture;Furnishings;19.98;4;2015-12-12;Standard Class
CA-2017-153045;2017-01-19;NS-18505;United States;Philadelphia;FUR-FU-10002759;Furniture;Furnishings;19.98;2;2017-01-24;Second Class
CA-2016-144792;2016-04-30;KD-16615;United States;Scottsdale;FUR-FU-10002759;Furniture;Furnishings;19.98;7;2016-05-04;Standard Class
CA-2017-142391;2017-09-24;PB-19150;United States;Seattle;FUR-FU-10002759;Furniture;Furnishings;19.98;10;2017-09-24;Same Day
CA-2014-143637;2014-03-24;MS-17710;United States;Fresno;FUR-FU-10002813;Furniture;Furnishings;20.24;2;2014-03-29;Second Class
CA-2015-107685;2015-11-30;JM-15865;United States;Las Vegas;FUR-FU-10002813;Furniture;Furnishings;20.24;4;2015-12-02;Second Class
CA-2016-121370;2016-11-14;EB-14110;United States;Philadelphia;FUR-FU-10002813;Furniture;Furnishings;20.24;3;2016-11-19;Second Class
CA-2015-126725;2015-11-17;BS-11665;United States;San Diego;FUR-FU-10002813;Furniture;Furnishings;20.24;4;2015-11-21;Standard Class
CA-2016-113082;2016-09-12;MC-17590;United States;Utica;FUR-FU-10002813;Furniture;Furnishings;20.24;2;2016-09-16;Standard Class
CA-2015-116484;2015-11-20;JK-15205;United States;Marion;FUR-FU-10002874;Furniture;Furnishings;39.89;2;2015-11-26;Standard Class
CA-2016-136322;2016-10-21;AP-10720;United States;Fort Lauderdale;FUR-FU-10002878;Furniture;Furnishings;28.48;2;2016-10-26;Standard Class
CA-2014-159184;2014-09-14;JC-15775;United States;Macon;FUR-FU-10002878;Furniture;Furnishings;28.48;5;2014-09-19;Standard Class
CA-2014-151946;2014-06-04;BT-11440;United States;New York City;FUR-FU-10002878;Furniture;Furnishings;28.48;2;2014-06-09;Standard Class
US-2015-127040;2015-12-06;SG-20605;United States;New York City;FUR-FU-10002878;Furniture;Furnishings;28.48;4;2015-12-10;Standard Class
CA-2016-167507;2016-12-22;SA-20830;United States;Redmond;FUR-FU-10002878;Furniture;Furnishings;28.48;1;2016-12-28;Standard Class
CA-2014-109897;2014-08-12;BW-11200;United States;San Francisco;FUR-FU-10002878;Furniture;Furnishings;28.48;3;2014-08-16;Standard Class
CA-2016-145709;2016-10-04;AH-10690;United States;Coral Gables;FUR-FU-10002885;Furniture;Furnishings;4.82;3;2016-10-08;Standard Class
CA-2015-162537;2015-10-28;RD-19585;United States;Henderson;FUR-FU-10002885;Furniture;Furnishings;4.82;5;2015-11-03;Standard Class
CA-2016-168893;2016-11-03;AP-10915;United States;Henderson;FUR-FU-10002885;Furniture;Furnishings;4.82;5;2016-11-08;Second Class
CA-2017-145660;2017-12-01;MG-17650;United States;Marion;FUR-FU-10002885;Furniture;Furnishings;4.82;2;2017-12-03;First Class
CA-2015-120103;2015-12-24;MS-17365;United States;Phoenix;FUR-FU-10002885;Furniture;Furnishings;4.82;2;2015-12-29;Standard Class
CA-2017-139661;2017-10-30;JW-15220;United States;Vancouver;FUR-FU-10002885;Furniture;Furnishings;4.82;2;2017-11-03;Standard Class
CA-2015-132626;2015-07-09;BT-11680;United States;Clinton;FUR-FU-10002918;Furniture;Furnishings;90.98;2;2015-07-14;Standard Class
CA-2014-111451;2014-12-26;KL-16555;United States;Colorado Springs;FUR-FU-10002918;Furniture;Furnishings;90.98;3;2014-12-28;First Class
CA-2016-133550;2016-07-31;KL-16645;United States;Detroit;FUR-FU-10002918;Furniture;Furnishings;90.98;3;2016-08-06;Standard Class
US-2015-101399;2015-01-17;JS-15940;United States;Park Ridge;FUR-FU-10002918;Furniture;Furnishings;90.98;7;2015-01-24;Standard Class
CA-2014-167927;2014-01-20;XP-21865;United States;Westland;FUR-FU-10002918;Furniture;Furnishings;90.98;3;2014-01-26;Standard Class
CA-2016-141019;2016-05-14;LH-17155;United States;Cincinnati;FUR-FU-10002937;Furniture;Furnishings;99.23;1;2016-05-14;Same Day
CA-2015-149342;2015-04-20;TS-21160;United States;Columbus;FUR-FU-10002937;Furniture;Furnishings;99.23;6;2015-04-25;Standard Class
US-2017-161935;2017-07-14;JL-15835;United States;Columbus;FUR-FU-10002937;Furniture;Furnishings;99.23;5;2017-07-18;Standard Class
CA-2017-161956;2017-08-27;DR-12880;United States;Inglewood;FUR-FU-10002937;Furniture;Furnishings;99.23;2;2017-08-29;Second Class
CA-2017-108560;2017-07-08;JC-15385;United States;Kent;FUR-FU-10002937;Furniture;Furnishings;99.23;2;2017-07-15;Standard Class
CA-2016-107104;2016-11-26;MS-17365;United States;Los Angeles;FUR-FU-10002937;Furniture;Furnishings;99.23;6;2016-11-30;Standard Class
CA-2016-129126;2016-12-14;PK-19075;United States;New York City;FUR-FU-10002937;Furniture;Furnishings;99.23;4;2016-12-19;Standard Class
CA-2015-113215;2015-09-03;CP-12085;United States;Tucson;FUR-FU-10002937;Furniture;Furnishings;99.23;3;2015-09-08;Standard Class
CA-2017-114552;2017-09-02;Dl-13600;United States;Cleveland;FUR-FU-10002960;Furniture;Furnishings;6.28;3;2017-09-08;Standard Class
CA-2017-126382;2017-06-03;HK-14890;United States;Franklin;FUR-FU-10002960;Furniture;Furnishings;6.28;7;2017-06-07;Standard Class
US-2015-115238;2015-04-30;JW-15220;United States;Lawrence;FUR-FU-10002960;Furniture;Furnishings;6.28;5;2015-05-04;Standard Class
CA-2014-153850;2014-11-24;TH-21100;United States;Toledo;FUR-FU-10002960;Furniture;Furnishings;6.28;7;2014-11-29;Standard Class
CA-2017-121048;2017-07-14;TC-21295;United States;Westminster;FUR-FU-10002960;Furniture;Furnishings;6.28;3;2017-07-18;Standard Class
CA-2017-122595;2017-12-14;GM-14455;United States;Chicago;FUR-FU-10002963;Furniture;Furnishings;5.08;1;2017-12-20;Standard Class
CA-2017-164756;2017-09-18;SS-20140;United States;Columbus;FUR-FU-10002963;Furniture;Furnishings;5.08;4;2017-09-22;Standard Class
CA-2015-130253;2015-12-14;PP-18955;United States;Los Angeles;FUR-FU-10002963;Furniture;Furnishings;5.08;3;2015-12-18;Standard Class
CA-2017-116113;2017-10-02;JW-15220;United States;Montgomery;FUR-FU-10002963;Furniture;Furnishings;5.08;2;2017-10-06;Second Class
US-2015-131359;2015-10-30;FA-14230;United States;Denver;FUR-FU-10003026;Furniture;Furnishings;4.84;4;2015-11-02;Second Class
US-2016-113985;2016-12-02;KD-16495;United States;San Jose;FUR-FU-10003026;Furniture;Furnishings;4.84;3;2016-12-07;Standard Class
US-2015-128587;2015-12-24;HM-14860;United States;Springfield;FUR-FU-10003026;Furniture;Furnishings;4.84;2;2015-12-30;Standard Class
CA-2017-112774;2017-09-11;RC-19960;United States;Jacksonville;FUR-FU-10003039;Furniture;Furnishings;43.13;1;2017-09-12;First Class
CA-2017-161333;2017-02-02;JL-15835;United States;Los Angeles;FUR-FU-10003039;Furniture;Furnishings;43.13;2;2017-02-07;Standard Class
US-2014-138758;2014-07-07;JL-15835;United States;Philadelphia;FUR-FU-10003039;Furniture;Furnishings;43.13;2;2014-07-11;Standard Class
CA-2015-154284;2015-12-21;SZ-20035;United States;Saint Charles;FUR-FU-10003039;Furniture;Furnishings;43.13;3;2015-12-26;Second Class
CA-2016-100965;2016-07-07;RM-19375;United States;San Jose;FUR-FU-10003039;Furniture;Furnishings;43.13;5;2016-07-11;Standard Class
CA-2016-110009;2016-09-08;TR-21325;United States;Seattle;FUR-FU-10003039;Furniture;Furnishings;43.13;1;2016-09-13;Standard Class
CA-2016-169887;2016-10-22;MS-17530;United States;Seattle;FUR-FU-10003095;Furniture;Furnishings;33.98;3;2016-10-22;Same Day
CA-2014-156314;2014-12-24;RP-19390;United States;Cleveland;FUR-FU-10003096;Furniture;Furnishings;7.59;5;2014-12-26;First Class
CA-2016-128972;2016-11-13;TS-21430;United States;Oklahoma City;FUR-FU-10003096;Furniture;Furnishings;7.59;4;2016-11-17;Standard Class
CA-2017-119564;2017-12-15;PL-18925;United States;Seattle;FUR-FU-10003096;Furniture;Furnishings;7.59;3;2017-12-20;Standard Class
US-2014-137155;2014-11-01;DL-12925;United States;Long Beach;FUR-FU-10003142;Furniture;Furnishings;5.28;6;2014-11-05;Standard Class
CA-2017-150602;2017-02-09;ML-17395;United States;Los Angeles;FUR-FU-10003142;Furniture;Furnishings;5.28;4;2017-02-14;Second Class
CA-2016-101168;2016-12-25;SS-20140;United States;Nashua;FUR-FU-10003142;Furniture;Furnishings;5.28;4;2017-01-01;Standard Class
CA-2015-142237;2015-07-11;CK-12595;United States;Philadelphia;FUR-FU-10003142;Furniture;Furnishings;5.28;6;2015-07-13;First Class
CA-2017-161102;2017-07-31;EC-14050;United States;San Francisco;FUR-FU-10003142;Furniture;Furnishings;5.28;7;2017-08-03;First Class
CA-2017-138464;2017-07-08;VF-21715;United States;Seattle;FUR-FU-10003142;Furniture;Furnishings;5.28;3;2017-07-12;Standard Class
CA-2016-157259;2016-12-24;JM-15535;United States;New York City;FUR-FU-10003192;Furniture;Furnishings;88.84;9;2016-12-28;Standard Class
CA-2014-103317;2014-07-05;DM-13525;United States;Palm Coast;FUR-FU-10003192;Furniture;Furnishings;88.84;3;2014-07-08;First Class
CA-2015-141012;2015-06-09;TG-21640;United States;Pocatello;FUR-FU-10003192;Furniture;Furnishings;88.84;4;2015-06-11;Second Class
CA-2014-160276;2014-04-02;AH-10690;United States;Virginia Beach;FUR-FU-10003192;Furniture;Furnishings;88.84;2;2014-04-08;Standard Class
US-2014-147606;2014-11-26;JE-15745;United States;Houston;FUR-FU-10003194;Furniture;Furnishings;9.65;5;2014-12-01;Second Class
US-2014-147627;2014-01-20;HL-15040;United States;Jonesboro;FUR-FU-10003194;Furniture;Furnishings;9.65;4;2014-01-26;Standard Class
CA-2014-148614;2014-01-20;MV-17485;United States;Los Angeles;FUR-FU-10003194;Furniture;Furnishings;9.65;2;2014-01-25;Standard Class
CA-2015-128083;2015-03-12;EB-13750;United States;Plantation;FUR-FU-10003194;Furniture;Furnishings;9.65;4;2015-03-17;Standard Class
CA-2015-125185;2015-03-05;AH-10195;United States;Bethlehem;FUR-FU-10003247;Furniture;Furnishings;20.98;2;2015-03-07;Second Class
CA-2016-101791;2016-05-27;BS-11665;United States;Chicago;FUR-FU-10003247;Furniture;Furnishings;20.98;3;2016-05-31;Standard Class
CA-2017-133102;2017-08-17;ED-13885;United States;Houston;FUR-FU-10003247;Furniture;Furnishings;20.98;2;2017-08-24;Standard Class
CA-2016-129728;2016-05-30;JG-15310;United States;Los Angeles;FUR-FU-10003247;Furniture;Furnishings;20.98;8;2016-06-06;Standard Class
US-2017-148054;2017-10-06;NZ-18565;United States;Meridian;FUR-FU-10003247;Furniture;Furnishings;20.98;2;2017-10-11;Standard Class
CA-2017-140480;2017-07-08;HE-14800;United States;Newark;FUR-FU-10003247;Furniture;Furnishings;20.98;4;2017-07-12;Standard Class
CA-2016-144344;2016-10-28;PG-18820;United States;Boynton Beach;FUR-FU-10003268;Furniture;Furnishings;39.98;2;2016-10-28;Same Day
CA-2014-167486;2014-11-27;JO-15145;United States;Buffalo;FUR-FU-10003268;Furniture;Furnishings;39.98;5;2014-12-01;Standard Class
CA-2016-134789;2016-04-08;CK-12325;United States;Hot Springs;FUR-FU-10003268;Furniture;Furnishings;39.98;4;2016-04-15;Standard Class
CA-2017-157448;2017-11-16;LC-16885;United States;Los Angeles;FUR-FU-10003268;Furniture;Furnishings;39.98;3;2017-11-20;Standard Class
CA-2017-128363;2017-08-13;DC-12850;United States;Memphis;FUR-FU-10003268;Furniture;Furnishings;39.98;1;2017-08-18;Standard Class
CA-2017-156958;2017-12-05;PB-18805;United States;Seattle;FUR-FU-10003268;Furniture;Furnishings;39.98;5;2017-12-06;First Class
CA-2016-134334;2016-02-14;DK-13090;United States;Clinton;FUR-FU-10003274;Furniture;Furnishings;1.76;6;2016-02-15;First Class
CA-2016-127985;2016-04-01;DB-12910;United States;Columbus;FUR-FU-10003274;Furniture;Furnishings;1.76;4;2016-04-05;Second Class
CA-2014-124737;2014-08-23;AP-10915;United States;Denver;FUR-FU-10003274;Furniture;Furnishings;1.76;3;2014-08-27;Standard Class
CA-2017-104731;2017-07-21;AM-10705;United States;Salem;FUR-FU-10003274;Furniture;Furnishings;1.76;5;2017-07-27;Standard Class
CA-2015-155334;2015-07-30;HA-14920;United States;San Francisco;FUR-FU-10003274;Furniture;Furnishings;1.76;3;2015-07-31;First Class
CA-2017-149160;2017-11-23;JM-15265;United States;Canton;FUR-FU-10003347;Furniture;Furnishings;14.2;2;2017-11-26;Second Class
CA-2016-131205;2016-09-04;AA-10645;United States;Georgetown;FUR-FU-10003347;Furniture;Furnishings;14.2;3;2016-09-08;Standard Class
CA-2015-140410;2015-11-03;CM-12655;United States;Los Angeles;FUR-FU-10003347;Furniture;Furnishings;14.2;3;2015-11-07;Standard Class
CA-2016-137337;2016-03-08;GB-14575;United States;New York City;FUR-FU-10003347;Furniture;Furnishings;14.2;8;2016-03-12;Standard Class
CA-2015-140921;2015-02-03;AA-10375;United States;Omaha;FUR-FU-10003347;Furniture;Furnishings;14.2;2;2015-02-05;First Class
CA-2017-118731;2017-11-20;LP-17080;United States;San Francisco;FUR-FU-10003347;Furniture;Furnishings;14.2;3;2017-11-22;Second Class
CA-2016-133368;2016-01-14;AG-10675;United States;Concord;FUR-FU-10003374;Furniture;Furnishings;49.34;8;2016-01-20;Standard Class
CA-2017-101014;2017-08-29;RW-19540;United States;Los Angeles;FUR-FU-10003374;Furniture;Furnishings;49.34;3;2017-09-04;Standard Class
US-2016-100566;2016-09-03;JK-16120;United States;Aurora;FUR-FU-10003394;Furniture;Furnishings;69.96;3;2016-09-09;Standard Class
US-2015-130519;2015-09-15;NG-18355;United States;Coral Springs;FUR-FU-10003394;Furniture;Furnishings;69.96;1;2015-09-15;Same Day
