transaction_id,date,time,client_id,amount,merchant,merchant_city,merchant_state
16760268,05.10.2015,06:09,891,26.99 USD,merchant: 94905,Van Buren,AR
16760269,05.10.2015,06:09,1079,54.00 USD,merchant: 49789,Rockville Centre,NY
16760270,05.10.2015,06:09,1781,-84.00 USD,merchant: 43293,Oriskany Falls,NY
16760271,05.10.2015,06:10,190,102.81 USD,merchant: 3997,Spring Grove,IL
16760272,05.10.2015,06:10,329,-57.00 USD,merchant: 61195,Alhambra,CA
16760273,05.10.2015,06:10,523,49.41 USD,merchant: 59935,Holland,MI
16760274,05.10.2015,06:10,760,2.04 USD,merchant: 82268,Columbus,OH
16760275,05.10.2015,06:10,763,30.06 USD,merchant: 20519,Philadelphia,PA
16760276,05.10.2015,06:10,825,180.00 USD,merchant: 27092,Mira Loma,CA
16760284,05.10.2015,06:11,676,4.52 USD,merchant: 78454,Irving,TX
16760286,05.10.2015,06:11,1024,4.12 USD,merchant: 51181,Andover,KS
16760288,05.10.2015,06:11,1487,125.00 USD,merchant: 78728,Mars,PA
16760291,05.10.2015,06:12,360,49.23 USD,merchant: 18215,Plainsboro,NJ
16760293,05.10.2015,06:13,84,1.82 USD,merchant: 98374,Laurel Springs,NC
16760294,05.10.2015,06:13,461,2.68 USD,merchant: 78758,Canton,MI
16760295,05.10.2015,06:13,517,3.68 USD,merchant: 75936,Dearborn,MI
16760296,05.10.2015,06:13,1774,1.10 USD,merchant: 50783,Minneapolis,MN
16760297,05.10.2015,06:14,96,2.31 USD,merchant: 14528,Yorba Linda,CA
16760298,05.10.2015,06:14,278,108.21 USD,merchant: 30513,Houston,TX
16760299,05.10.2015,06:14,379,1.03 USD,merchant: 86438,Mobile,AL
16760301,05.10.2015,06:14,1478,74.04 USD,merchant: 78391,Lincoln,CA
16760302,05.10.2015,06:14,1769,20.83 USD,merchant: 32175,Mantua,NJ
16760303,05.10.2015,06:15,759,76.00 USD,merchant: 59935,Franklin,TN
16760304,05.10.2015,06:15,759,5.90 USD,merchant: 59935,Franklin,TN
16760305,05.10.2015,06:15,1405,45.45 USD,merchant: 34702,Devils Lake,ND
16760306,05.10.2015,06:15,1564,7.71 USD,merchant: 81833,Amarillo,TX
16760309,05.10.2015,06:16,368,26.43 USD,merchant: 20561,Orlando,FL
16760310,05.10.2015,06:16,850,23.20 USD,merchant: 13646,Shepherdsville,KY
16760311,05.10.2015,06:16,1008,18.93 USD,merchant: 11384,Chicago,IL
16760312,05.10.2015,06:16,1209,5.26 USD,merchant: 59935,Yonkers,NY
16760313,05.10.2015,06:16,1908,27.04 USD,merchant: 81833,Knoxville,TN
16760314,05.10.2015,06:16,1959,198.93 USD,merchant: 54850,Northfield,OH
16760317,05.10.2015,06:17,1718,120.83 USD,merchant: 52923,Hamburg,NY
16760318,05.10.2015,06:17,1917,36.45 USD,merchant: 22204,Rocky Point,NY
16760319,05.10.2015,06:19,57,17.71 USD,merchant: 91634,Tucson,AZ
16760320,05.10.2015,06:19,329,57.00 USD,merchant: 61195,Alhambra,CA
16760321,05.10.2015,06:19,634,4.16 USD,merchant: 43293,Independence,OH
16760323,05.10.2015,06:19,1429,4.82 USD,merchant: 63849,Denver,CO
16760324,05.10.2015,06:19,1799,2.11 USD,merchant: 14528,Omaha,NE
16760325,05.10.2015,06:20,137,28.37 USD,merchant: 31893,Johnson City,TN
16760327,05.10.2015,06:21,684,52.84 USD,merchant: 95904,Fort Lauderdale,FL
16760328,05.10.2015,06:21,1079,-54.00 USD,merchant: 49789,Rockville Centre,NY
16760330,05.10.2015,06:21,1872,9.09 USD,merchant: 75936,Marietta,GA
16760331,05.10.2015,06:22,1219,104.87 USD,merchant: 22465,Preston,MD
16760332,05.10.2015,06:22,1446,3.74 USD,merchant: 39816,Broken Bow,OK
16760333,05.10.2015,06:22,1802,39.22 USD,merchant: 93950,Monroe Township,NJ
16760334,05.10.2015,06:22,1926,28.83 USD,merchant: 13523,Sanford,FL
16760335,05.10.2015,06:23,523,-82.00 USD,merchant: 59935,Holland,MI
16760336,05.10.2015,06:23,795,13.18 USD,merchant: 50783,Dallas,TX
16760337,05.10.2015,06:23,847,100.00 USD,merchant: 27092,Billings,OK
16760338,05.10.2015,06:23,1240,2.97 USD,merchant: 75781,Bellaire,OH
16760339,05.10.2015,06:23,1305,82.63 USD,merchant: 52076,Millington,TN
16760340,05.10.2015,06:23,1381,11.09 USD,merchant: 50783,Mentor,OH
16760341,05.10.2015,06:23,1516,16.53 USD,merchant: 20561,Milpitas,CA
16760343,05.10.2015,06:25,185,3.31 USD,merchant: 59935,Elizabeth,NJ
16760344,05.10.2015,06:25,511,69.45 USD,merchant: 86410,Tucson,AZ
16760345,05.10.2015,06:25,1121,1.93 USD,merchant: 98374,Charleston,SC
16760346,05.10.2015,06:25,1670,2.65 USD,merchant: 61195,Long Beach,CA
16760347,05.10.2015,06:25,1843,61.63 USD,merchant: 27601,Chicago Heights,IL
16760348,05.10.2015,06:26,17,121.52 USD,merchant: 81833,Hickory,NC
16760349,05.10.2015,06:26,211,3.88 USD,merchant: 12014,Lake Havasu City,AZ
16760350,05.10.2015,06:26,678,2.59 USD,merchant: 20519,Buffalo,NY
16760351,05.10.2015,06:26,1041,2.95 USD,merchant: 61195,Trion,GA
16760352,05.10.2015,06:26,1184,85.22 USD,merchant: 26909,Castro Valley,CA
16760354,05.10.2015,06:27,515,4.87 USD,merchant: 33526,Farmington,AR
16760355,05.10.2015,06:27,571,2.60 USD,merchant: 17493,Martinsburg,WV
16760357,05.10.2015,06:27,1382,40.55 USD,merchant: 63909,Dallas,TX
16760358,05.10.2015,06:27,1523,94.77 USD,merchant: 60569,Fuquay Varina,NC
16760361,05.10.2015,06:28,81,4.56 USD,merchant: 25887,Seguin,TX
16760364,05.10.2015,06:28,1540,2.57 USD,merchant: 75781,Fairfield,OH
16760366,05.10.2015,06:29,759,-76.00 USD,merchant: 59935,Franklin,TN
16760367,05.10.2015,06:29,1089,3.23 USD,merchant: 20519,Georgetown,KY
16760368,05.10.2015,06:29,1445,3.22 USD,merchant: 53402,Claypool,IN
16760369,05.10.2015,06:30,938,2.55 USD,merchant: 20519,Prairie Village,KS
16760371,05.10.2015,06:30,1383,2.69 USD,merchant: 61195,Somerville,MA
16760372,05.10.2015,06:30,1466,60.34 USD,merchant: 79094,Seaford,DE
16760375,05.10.2015,06:31,825,49.24 USD,merchant: 50072,La Verne,CA
16760376,05.10.2015,06:31,1809,4.04 USD,merchant: 98374,Calverton,VA
16760379,05.10.2015,06:32,977,2.80 USD,merchant: 20519,Dallas,TX
16760380,05.10.2015,06:32,1456,100.00 USD,merchant: 27092,Lucedale,MS
16760381,05.10.2015,06:32,1844,9.79 USD,merchant: 84402,Corpus Christi,TX
16760382,05.10.2015,06:33,89,264.90 USD,merchant: 13523,Clovis,NM
16760383,05.10.2015,06:33,122,23.02 USD,merchant: 13646,Bogalusa,LA
16760385,05.10.2015,06:33,1274,6.63 USD,merchant: 58739,Pascoag,RI
16760386,05.10.2015,06:33,1382,1.87 USD,merchant: 69972,Dallas,TX
16760388,05.10.2015,06:34,1517,12.50 USD,merchant: 61195,Vienna,VA
16760389,05.10.2015,06:34,1603,134.67 USD,merchant: 36035,Challis,ID
16760391,05.10.2015,06:35,688,9.76 USD,merchant: 97132,Ogden,UT
16760392,05.10.2015,06:35,1398,37.60 USD,merchant: 61195,Parsippany,NJ
16760393,05.10.2015,06:36,721,7.53 USD,merchant: 4312,Miami,FL
16760394,05.10.2015,06:36,1176,6.73 USD,merchant: 75936,Newburgh,IN
16760395,05.10.2015,06:37,27,15.85 USD,merchant: 81536,Carthage,MS
16760396,05.10.2015,06:37,46,7.63 USD,merchant: 98648,Howard Beach,NY
16760397,05.10.2015,06:37,230,10.94 USD,merchant: 49251,Baton Rouge,LA
16760398,05.10.2015,06:37,366,2.86 USD,merchant: 32783,Oshkosh,WI
16760399,05.10.2015,06:37,490,6.27 USD,merchant: 44919,San Antonio,TX
16760400,05.10.2015,06:37,885,74.90 USD,merchant: 45021,Kimberling City,MO
16760401,05.10.2015,06:37,1239,17.45 USD,merchant: 50783,Garden Grove,CA
16760402,05.10.2015,06:37,1239,4.37 USD,merchant: 3033,Garden Grove,CA
16760404,05.10.2015,06:38,948,35.74 USD,merchant: 78855,West Palm Beach,FL
16760405,05.10.2015,06:38,1920,16.15 USD,merchant: 46284,Parkers Prairie,MN
16760406,05.10.2015,06:39,1857,165.79 USD,merchant: 73599,Miami,FL
16760407,05.10.2015,06:40,33,9.03 USD,merchant: 79927,Elko,NV
16760408,05.10.2015,06:40,254,0.34 USD,merchant: 11806,Boulder,CO
16760409,05.10.2015,06:40,679,1.94 USD,merchant: 59935,Sandy Lake,PA
16760410,05.10.2015,06:40,1192,7.09 USD,merchant: 58311,Salisbury,NC
16760412,05.10.2015,06:40,1511,17.45 USD,merchant: 81833,Madison,WI
16760414,05.10.2015,06:41,490,23.01 USD,merchant: 31868,San Antonio,TX
16760415,05.10.2015,06:41,557,1.66 USD,merchant: 75781,Inglewood,CA
16760417,05.10.2015,06:41,1660,0.31 USD,merchant: 25887,Guymon,OK
16760418,05.10.2015,06:42,1513,57.31 USD,merchant: 60569,New Haven,CT
16760421,05.10.2015,06:43,647,-98.00 USD,merchant: 43293,Dinuba,CA
16760422,05.10.2015,06:43,898,3.39 USD,merchant: 13190,Allentown,PA
16760423,05.10.2015,06:43,976,265.91 USD,merchant: 20561,Norwalk,CT
16760424,05.10.2015,06:43,1089,808.83 USD,merchant: 38489,Georgetown,KY
16760425,05.10.2015,06:43,1091,7.73 USD,merchant: 50857,Baltimore,MD
16760428,05.10.2015,06:43,1604,5.07 USD,merchant: 20519,Corinth,MS
16760429,05.10.2015,06:44,240,4.23 USD,merchant: 50783,Oak Ridge,TN
16760430,05.10.2015,06:44,1147,8.38 USD,merchant: 19122,Whitehouse Station,NJ
16760431,05.10.2015,06:44,1719,2.48 USD,merchant: 51755,Miami,FL
16760432,05.10.2015,06:44,1989,22.97 USD,merchant: 20561,Upper Marlboro,MD
16760434,05.10.2015,06:45,161,2.13 USD,merchant: 50783,Waco,TX
16760435,05.10.2015,06:45,647,16.18 USD,merchant: 43293,Dinuba,CA
16760436,05.10.2015,06:45,795,3.59 USD,merchant: 50783,Dallas,TX
16760437,05.10.2015,06:45,1054,51.39 USD,merchant: 46284,Happy Valley,OR
16760438,05.10.2015,06:45,1145,3.18 USD,merchant: 46284,Appleton,WI
16760439,05.10.2015,06:46,442,22.95 USD,merchant: 82981,Barnhart,MO
16760440,05.10.2015,06:46,702,17.59 USD,merchant: 20519,Phoenix,AZ
16760443,05.10.2015,06:46,1286,1.19 USD,merchant: 12322,Orchard Park,NY
16760444,05.10.2015,06:47,1177,4.93 USD,merchant: 78454,Newark,DE
16760445,05.10.2015,06:48,61,67.48 USD,merchant: 18215,White Plains,NY
16760447,05.10.2015,06:48,366,20.80 USD,merchant: 99381,Oshkosh,WI
16760448,05.10.2015,06:48,684,46.02 USD,merchant: 20519,Palm Beach Gardens,FL
16760449,05.10.2015,06:48,1513,67.00 USD,merchant: 60569,New Haven,CT
16760450,05.10.2015,06:48,1956,2.13 USD,merchant: 14528,Anaheim,CA
16760452,05.10.2015,06:49,124,15.08 USD,merchant: 20561,Lawton,OK
16760453,05.10.2015,06:49,144,3.05 USD,merchant: 59935,Hot Springs National Park,AR
16760455,05.10.2015,06:49,523,61.43 USD,merchant: 33900,Holland,MI
16760456,05.10.2015,06:49,851,3.69 USD,merchant: 59397,Simpsonville,KY
16760457,05.10.2015,06:49,1381,2.24 USD,merchant: 43293,Mentor,OH
16760461,05.10.2015,06:50,647,98.00 USD,merchant: 43293,Dinuba,CA
16760462,05.10.2015,06:50,762,2.42 USD,merchant: 46284,Carey,OH
16760464,05.10.2015,06:50,1604,6.11 USD,merchant: 20519,Corinth,MS
16760465,05.10.2015,06:50,1664,4.53 USD,merchant: 83480,Ann Arbor,MI
16760466,05.10.2015,06:51,649,3.26 USD,merchant: 2177,Des Plaines,IL
16760467,05.10.2015,06:51,1131,140.00 USD,merchant: 27092,Spring Hill,KS
16760468,05.10.2015,06:51,1455,102.57 USD,merchant: 17328,San Diego,CA
16760469,05.10.2015,06:51,1543,3.59 USD,merchant: 75781,Sherman Oaks,CA
16760470,05.10.2015,06:52,589,14.67 USD,merchant: 75781,Mineral City,OH
16760471,05.10.2015,06:52,692,83.66 USD,merchant: 60569,Macomb,MI
16760475,05.10.2015,06:53,1478,6.68 USD,merchant: 68671,Lincoln,CA
16760476,05.10.2015,06:54,754,15.75 USD,merchant: 20519,Greenville,SC
16760477,05.10.2015,06:54,882,37.35 USD,merchant: 63796,Mount Vernon,OH
16760478,05.10.2015,06:54,1144,20.34 USD,merchant: 36934,Houston,TX
16760479,05.10.2015,06:54,1314,5.31 USD,merchant: 98648,New Braunfels,TX
16760480,05.10.2015,06:55,793,15.31 USD,merchant: 43741,Fort Lauderdale,FL
16760481,05.10.2015,06:55,1405,129.21 USD,merchant: 64057,Arlington Heights,IL
16760482,05.10.2015,06:56,354,38.91 USD,merchant: 87535,Colorado Springs,CO
16760484,05.10.2015,06:56,1242,5.42 USD,merchant: 59935,Chicago,IL
16760485,05.10.2015,06:56,1516,14.33 USD,merchant: 19252,Milpitas,CA
16760486,05.10.2015,06:57,87,10.84 USD,merchant: 24823,San Benito,TX
16760487,05.10.2015,06:57,329,85.62 USD,merchant: 64742,Alhambra,CA
16760488,05.10.2015,06:57,1050,71.61 USD,merchant: 69956,Durham,NC
16760489,05.10.2015,06:57,1678,5.10 USD,merchant: 17493,Wethersfield,CT
16760491,05.10.2015,06:58,46,15.18 USD,merchant: 46284,Kew Gardens,NY
16760492,05.10.2015,06:58,137,5.86 USD,merchant: 14532,Johnson City,TN
16760493,05.10.2015,06:58,1811,0.86 USD,merchant: 93030,Los Altos,CA
16760496,05.10.2015,06:59,850,35.56 USD,merchant: 36934,Shepherdsville,KY
16760499,05.10.2015,06:59,1727,15.77 USD,merchant: 44561,Columbia,SC
16760500,05.10.2015,06:59,1840,7.12 USD,merchant: 50783,Beaverton,OR
16760501,05.10.2015,07:00,576,14.49 USD,merchant: 12087,Marietta,GA
16760502,05.10.2015,07:00,601,0.58 USD,merchant: 14528,Orlando,FL
16760503,05.10.2015,07:00,1079,46.66 USD,merchant: 16921,Rockville Centre,NY
16760506,05.10.2015,07:01,256,42.05 USD,merchant: 59935,Raleigh,NC
16760507,05.10.2015,07:01,1138,3.48 USD,merchant: 69735,Odenville,AL
16760508,05.10.2015,07:01,1512,1.52 USD,merchant: 14528,Indianapolis,IN
16760509,05.10.2015,07:01,1920,48.36 USD,merchant: 19964,Sauk Rapids,MN
16760510,05.10.2015,07:02,660,6.55 USD,merchant: 84981,Henrico,VA
16760511,05.10.2015,07:02,704,5.63 USD,merchant: 50783,Mount Vernon,NY
16760512,05.10.2015,07:02,954,60.00 USD,merchant: 27092,Riverside,CA
16760514,05.10.2015,07:03,150,2.20 USD,merchant: 69972,Lorton,VA
16760515,05.10.2015,07:03,249,23.86 USD,merchant: 22204,Rialto,CA
16760516,05.10.2015,07:03,366,34.11 USD,merchant: 99381,Oshkosh,WI
16760517,05.10.2015,07:03,370,27.18 USD,merchant: 50783,Ontario,CA
16760518,05.10.2015,07:03,850,20.47 USD,merchant: 36934,Shepherdsville,KY
16760519,05.10.2015,07:03,1279,3.89 USD,merchant: 25887,Novi,MI
16760520,05.10.2015,07:03,1424,-53.00 USD,merchant: 59935,Kingman,AZ
16760522,05.10.2015,07:03,1652,55.00 USD,merchant: 26810,Columbia,MO
16760523,05.10.2015,07:03,1818,127.79 USD,merchant: 58062,Virginia Beach,VA
16760524,05.10.2015,07:03,1901,26.79 USD,merchant: 53545,Rosebush,MI
16760525,05.10.2015,07:04,156,25.67 USD,merchant: 79927,Fontana,CA
16760526,05.10.2015,07:04,434,22.47 USD,merchant: 82981,Ames,IA
16760528,05.10.2015,07:04,1079,17.83 USD,merchant: 16921,Rockville Centre,NY
16760533,05.10.2015,07:05,1989,28.88 USD,merchant: 50783,Upper Marlboro,MD
16760534,05.10.2015,07:06,165,43.06 USD,merchant: 63191,Oakland,CA
16760535,05.10.2015,07:06,489,60.10 USD,merchant: 61195,York,NE
16760536,05.10.2015,07:06,552,90.65 USD,merchant: 43293,Gainesville,FL
16760537,05.10.2015,07:06,912,1.93 USD,merchant: 6483,Miami,FL
16760538,05.10.2015,07:07,61,76.57 USD,merchant: 86410,Yonkers,NY
16760539,05.10.2015,07:07,98,114.04 USD,merchant: 30286,Mahomet,IL
16760540,05.10.2015,07:07,849,1.45 USD,merchant: 51755,Philadelphia,PA
16760541,05.10.2015,07:07,1097,3.46 USD,merchant: 22204,Ludington,MI
16760543,05.10.2015,07:07,1492,3.70 USD,merchant: 23083,Black Diamond,WA
16760547,05.10.2015,07:08,863,16.85 USD,merchant: 54940,Dover,AR
16760548,05.10.2015,07:08,1034,30.84 USD,merchant: 57368,Matthews,NC
16760549,05.10.2015,07:08,1404,-89.00 USD,merchant: 61195,Flint,TX
16760550,05.10.2015,07:08,1562,1.75 USD,merchant: 86438,Commerce,OK
16760551,05.10.2015,07:09,980,1.82 USD,merchant: 59935,Gwynn Oak,MD
16760552,05.10.2015,07:09,997,48.04 USD,merchant: 83070,Chula Vista,CA
16760553,05.10.2015,07:09,1169,100.00 USD,merchant: 27092,San Marcos,TX
16760554,05.10.2015,07:09,1302,189.84 USD,merchant: 30286,Lenoir,NC
16760555,05.10.2015,07:09,1477,4.26 USD,merchant: 61195,Marysville,OH
16760557,05.10.2015,07:10,354,5.12 USD,merchant: 50783,Colorado Springs,CO
16760558,05.10.2015,07:10,789,3.99 USD,merchant: 75936,Alva,OK
16760559,05.10.2015,07:10,1224,11.42 USD,merchant: 98374,College Park,MD
16760560,05.10.2015,07:10,1595,5.71 USD,merchant: 20519,Bronx,NY
16760561,05.10.2015,07:10,1730,2.80 USD,merchant: 14528,Jersey City,NJ
16760562,05.10.2015,07:11,655,0.71 USD,merchant: 61195,Sheffield Lake,OH
16760563,05.10.2015,07:11,667,89.00 USD,merchant: 59935,Durham,NC
16760565,05.10.2015,07:11,1382,86.00 USD,merchant: 59935,Dallas,TX
16760566,05.10.2015,07:11,1430,62.60 USD,merchant: 81477,Mason City,IA
16760568,05.10.2015,07:11,1910,9.25 USD,merchant: 61195,Bradenton,FL
16760569,05.10.2015,07:12,112,1.60 USD,merchant: 86438,Carthage,NY
16760570,05.10.2015,07:12,209,1.20 USD,merchant: 86438,El Paso,TX
16760572,05.10.2015,07:12,489,92.00 USD,merchant: 61195,York,NE
16760573,05.10.2015,07:12,519,3.46 USD,merchant: 44578,Las Vegas,NV
16760574,05.10.2015,07:12,757,100.00 USD,merchant: 27092,Brooklyn,NY
16760576,05.10.2015,07:13,145,28.61 USD,merchant: 81833,Roan Mountain,TN
16760577,05.10.2015,07:13,354,33.26 USD,merchant: 24810,Colorado Springs,CO
16760579,05.10.2015,07:13,1509,16.98 USD,merchant: 86212,Parkville,MD
16760581,05.10.2015,07:13,1815,35.85 USD,merchant: 20561,Providence,RI
16760583,05.10.2015,07:14,1196,2.59 USD,merchant: 20519,Algodones,NM
16760584,05.10.2015,07:14,1672,1.84 USD,merchant: 86438,Cleveland,OH
16760585,05.10.2015,07:14,1895,60.64 USD,merchant: 88712,Barnegat,NJ
16760586,05.10.2015,07:14,1966,2.15 USD,merchant: 20519,Mountain Home,AR
16760587,05.10.2015,07:14,1988,133.38 USD,merchant: 24133,Miami,FL
16760588,05.10.2015,07:15,61,80.99 USD,merchant: 86410,Yonkers,NY
16760589,05.10.2015,07:15,1880,9.55 USD,merchant: 20519,Milwaukee,WI
16760590,05.10.2015,07:15,1903,45.52 USD,merchant: 9109,Seattle,WA
16760591,05.10.2015,07:15,1908,31.08 USD,merchant: 13480,Knoxville,TN
16760592,05.10.2015,07:16,265,14.25 USD,merchant: 91786,Corpus Christi,TX
16760593,05.10.2015,07:16,667,36.13 USD,merchant: 59935,Durham,NC
16760594,05.10.2015,07:16,1224,13.33 USD,merchant: 34490,Chevy Chase,MD
16760595,05.10.2015,07:16,1299,90.51 USD,merchant: 31204,Hope,IN
16760598,05.10.2015,07:18,523,73.78 USD,merchant: 30060,Holland,MI
16760599,05.10.2015,07:18,552,-69.00 USD,merchant: 43293,Gainesville,FL
16760600,05.10.2015,07:18,589,12.67 USD,merchant: 32858,Jeromesville,OH
16760601,05.10.2015,07:18,1969,1.43 USD,merchant: 21842,Bradenton,FL
16760602,05.10.2015,07:19,234,9.53 USD,merchant: 43293,Mesquite,TX
16760603,05.10.2015,07:19,256,70.00 USD,merchant: 59935,Raleigh,NC
16760605,05.10.2015,07:19,688,27.90 USD,merchant: 48150,Ogden,UT
16760606,05.10.2015,07:19,807,2.04 USD,merchant: 20688,Holland,MI
16760608,05.10.2015,07:19,1840,2.18 USD,merchant: 25118,Beaverton,OR
16760609,05.10.2015,07:20,1404,89.00 USD,merchant: 61195,Flint,TX
16760610,05.10.2015,07:20,1404,22.45 USD,merchant: 61195,Flint,TX
16760611,05.10.2015,07:20,1516,17.76 USD,merchant: 19964,Santa Clara,CA
16760612,05.10.2015,07:20,1579,6.82 USD,merchant: 50783,Tampa,FL
16760614,05.10.2015,07:21,176,9.11 USD,merchant: 45926,Atlanta,GA
16760615,05.10.2015,07:21,256,-70.00 USD,merchant: 59935,Raleigh,NC
16760616,05.10.2015,07:21,843,47.06 USD,merchant: 19964,Cicero,IL
16760619,05.10.2015,07:21,1516,2.22 USD,merchant: 19252,Milpitas,CA
16760620,05.10.2015,07:21,1618,97.63 USD,merchant: 1314,Mount Vernon,NY
16760621,05.10.2015,07:21,1626,52.19 USD,merchant: 48919,Drummonds,TN
16760622,05.10.2015,07:22,356,14.15 USD,merchant: 81833,Stuart,FL
16760623,05.10.2015,07:22,376,3.96 USD,merchant: 47851,Vincentown,NJ
16760624,05.10.2015,07:22,552,69.00 USD,merchant: 43293,Gainesville,FL
16760625,05.10.2015,07:22,1020,94.27 USD,merchant: 20519,Lockport,IL
16760627,05.10.2015,07:22,1652,22.56 USD,merchant: 26810,Columbia,MO
16760628,05.10.2015,07:22,1809,6.62 USD,merchant: 27907,Broad Run,VA
16760629,05.10.2015,07:22,1810,0.63 USD,merchant: 50783,Bell Gardens,CA
16760630,05.10.2015,07:22,1852,57.87 USD,merchant: 25516,Chandler,AZ
16760631,05.10.2015,07:23,1075,32.88 USD,merchant: 12614,Louisville,KY
16760633,05.10.2015,07:23,1288,0.98 USD,merchant: 36257,Poca,WV
16760636,05.10.2015,07:24,17,31.33 USD,merchant: 90865,Boone,NC
16760637,05.10.2015,07:24,260,16.08 USD,merchant: 29533,Mission,TX
16760640,05.10.2015,07:25,1585,2.22 USD,merchant: 97708,Jacksonville,FL
16760642,05.10.2015,07:26,489,-92.00 USD,merchant: 61195,York,NE
16760643,05.10.2015,07:26,655,57.63 USD,merchant: 11468,Cleveland,OH
16760645,05.10.2015,07:26,1379,0.21 USD,merchant: 75781,Clinton Township,MI
16760646,05.10.2015,07:26,1424,53.00 USD,merchant: 59935,Kingman,AZ
16760647,05.10.2015,07:26,1785,32.26 USD,merchant: 32858,Mission,TX
16760648,05.10.2015,07:27,321,2.84 USD,merchant: 61195,Merrill,WI
16760649,05.10.2015,07:27,586,8.40 USD,merchant: 75441,Asheville,NC
16760650,05.10.2015,07:27,1102,4.65 USD,merchant: 59397,Tulsa,OK
16760651,05.10.2015,07:27,1214,1.36 USD,merchant: 20884,Hingham,MA
16760652,05.10.2015,07:27,1382,68.76 USD,merchant: 59935,Dallas,TX
16760653,05.10.2015,07:27,1652,-55.00 USD,merchant: 26810,Columbia,MO
16760654,05.10.2015,07:27,1899,6.71 USD,merchant: 99695,Snohomish,WA
16760655,05.10.2015,07:27,1923,3.37 USD,merchant: 6097,Clever,MO
16760656,05.10.2015,07:28,1115,69.82 USD,merchant: 61195,Tyler,TX
16760657,05.10.2015,07:28,1424,32.26 USD,merchant: 59935,Kingman,AZ
16760658,05.10.2015,07:28,1962,23.07 USD,merchant: 22204,Willowbrook,IL
16760659,05.10.2015,07:29,60,6.55 USD,merchant: 87576,Sodus,NY
16760660,05.10.2015,07:29,667,-89.00 USD,merchant: 59935,Durham,NC
16760661,05.10.2015,07:29,846,33.09 USD,merchant: 2177,Omaha,NE
16760662,05.10.2015,07:29,1382,-86.00 USD,merchant: 59935,Dallas,TX
16760663,05.10.2015,07:29,1618,8.06 USD,merchant: 22204,Mount Vernon,NY
16760664,05.10.2015,07:30,373,22.35 USD,merchant: 55694,Geneva,IN
16760665,05.10.2015,07:30,811,66.25 USD,merchant: 20645,Overland Park,KS
16760666,05.10.2015,07:30,1046,97.00 USD,merchant: 59935,Philadelphia,PA
16760667,05.10.2015,07:30,1067,2.37 USD,merchant: 75781,Derby,KS
16760668,05.10.2015,07:30,1253,76.45 USD,merchant: 73517,Beacon Falls,CT
16760673,05.10.2015,07:31,472,-98.00 USD,merchant: 61195,Round Lake,IL
16760675,05.10.2015,07:31,602,97.85 USD,merchant: 31707,Grantville,GA
16760677,05.10.2015,07:32,583,4.44 USD,merchant: 20561,Aurora,IL
16760678,05.10.2015,07:32,1433,15.92 USD,merchant: 85731,Mobile,AL
16760680,05.10.2015,07:33,383,4.25 USD,merchant: 2329,Oakdale,LA
16760681,05.10.2015,07:33,419,6.95 USD,merchant: 33526,Vallecito,CA
16760683,05.10.2015,07:33,855,2.49 USD,merchant: 82981,Richland,MS
16760685,05.10.2015,07:34,490,4.32 USD,merchant: 44919,San Antonio,TX
16760687,05.10.2015,07:34,985,0.64 USD,merchant: 86438,Fenton,MI
16760688,05.10.2015,07:34,1453,322.38 USD,merchant: 33936,Parrish,AL
16760690,05.10.2015,07:35,1407,7.63 USD,merchant: 35451,New Philadelphia,OH
16760691,05.10.2015,07:35,1579,5.42 USD,merchant: 50783,Tampa,FL
16760692,05.10.2015,07:35,1766,23.29 USD,merchant: 32175,Milwaukee,WI
16760693,05.10.2015,07:36,106,3.50 USD,merchant: 30928,Indianapolis,IN
16760694,05.10.2015,07:36,639,-89.00 USD,merchant: 61195,Republic,OH
16760695,05.10.2015,07:36,641,12.21 USD,merchant: 75781,Miami,FL
16760698,05.10.2015,07:36,1381,505.78 USD,merchant: 21524,Mentor,OH
16760699,05.10.2015,07:36,1528,30.74 USD,merchant: 94123,Shreveport,LA
16760700,05.10.2015,07:36,1540,43.37 USD,merchant: 65881,Mason,OH
16760701,05.10.2015,07:37,98,18.69 USD,merchant: 83743,Danville,IL
16760705,05.10.2015,07:37,1198,47.57 USD,merchant: 74735,Gonzales,TX
16760706,05.10.2015,07:37,1314,4.72 USD,merchant: 11947,New Braunfels,TX
16760707,05.10.2015,07:37,1416,67.64 USD,merchant: 32175,Camillus,NY
16760708,05.10.2015,07:38,242,10.30 USD,merchant: 81833,Nags Head,NC
16760709,05.10.2015,07:38,369,-92.00 USD,merchant: 59935,Louisville,KY
16760710,05.10.2015,07:38,1755,3.69 USD,merchant: 4547,Cordele,GA
16760711,05.10.2015,07:38,1994,58.90 USD,merchant: 75457,Reno,NV
16760712,05.10.2015,07:39,639,89.00 USD,merchant: 61195,Republic,OH
16760715,05.10.2015,07:40,1376,70.53 USD,merchant: 59935,Cedar Park,TX
16760717,05.10.2015,07:40,1609,107.07 USD,merchant: 60569,Vienna,VA
16760719,05.10.2015,07:40,1727,20.40 USD,merchant: 44561,Columbia,SC
16760720,05.10.2015,07:41,277,6.10 USD,merchant: 56254,Grenada,MS
16760721,05.10.2015,07:41,369,84.28 USD,merchant: 59935,Louisville,KY
16760722,05.10.2015,07:41,629,9.19 USD,merchant: 75781,Ellicott City,MD
16760723,05.10.2015,07:41,636,32.04 USD,merchant: 52029,Chicago,IL
